id,subject,topic,difficulty,question,option_1,option_2,option_3,option_4,answer,explanation
1155,Ophthalmology,Retina,3,Which layer of the retina is involved in 'Retinoschisis'?,Nerve fiber layer,Outer plexiform layer,Inner plexiform layer,RPE,Outer plexiform layer,"Retinoschisis is the splitting of the neurosensory retina, most commonly at the outer plexiform layer."
1156,Ophthalmology,Refraction,2,"The 'Retinoscopy' is performed at a distance of 1 meter. If the neutral point is reached with a +2D lens, the actual refractive error (Static) is:",+2D,+1D,+3D,Emmetropia,+1D,"Power = Retinoscopy lens - 1D (distance correction for 1m). So, +2 - 1 = +1D."
1157,Ophthalmology,Conjunctiva,3,The 'Bitot's spots' are composed of which type of bacteria?,Staphylococcus,Corynebacterium xerosis,Pneumococcus,Chlamydia,Corynebacterium xerosis,"C. xerosis colonizes the xerotic conjunctiva, contributing to the foamy appearance of Bitot's spots."
1158,Ophthalmology,Neuro-ophthalmology,2,The 'Light-Near Dissociation' of the pupil is seen in all EXCEPT:,Argyll Robertson Pupil,Adie's Pupil,Optic Atrophy,Parinaud's Syndrome,Optic Atrophy,"In optic atrophy, both light and near reflexes are absent/diminished proportional to the nerve damage. The others show a better near response than light response."
1159,Ophthalmology,Anatomy,2,The 'Ora Serrata' is the junction between:,Cornea and Sclera,Iris and Ciliary body,Retina and Pars Plana,Optic nerve and Retina,Retina and Pars Plana,Ora serrata is the serrated anterior margin of the neurosensory retina.
1160,Ophthalmology,Glaucoma,3,The 'Van Herick System' is used to clinically estimate the:,Intraocular pressure,Depth of the anterior chamber angle,Visual field loss,Cataract density,Depth of the anterior chamber angle,It compares the thickness of the peripheral corneal section with the depth of the adjacent AC at the slit lamp.
1161,Ophthalmology,Retina,4,The 'Siegrist Streaks' are associated with:,Diabetes,Malignant Hypertension,Myopia,Trauma,Malignant Hypertension,"These are linear hyperpigmented streaks along the choroidal vessels, indicating fibrinoid necrosis in hypertensive choroidopathy."
1162,Ophthalmology,Optics,2,The 'Prism' always deviates light towards its:,Apex,Base,Center,Edge,Base,"Light rays are bent toward the base, making the object appear shifted toward the apex."
1163,Ophthalmology,Conjunctiva,2,A 'Pinguecula' is a common conjunctival degeneration that differs from Pterygium because it:,Is vascular,Does not encroach onto the cornea,Is only found nasally,Is precancerous,Does not encroach onto the cornea,Pinguecula is a yellowish deposit on the bulbar conjunctiva that stays limited to the sclera.
1164,Ophthalmology,Cornea,3,The 'Krukenberg's Spindle' is a vertical line of pigment on the:,Anterior lens capsule,Corneal endothelium,Vitreous face,Iris surface,Corneal endothelium,"Seen in Pigmentary Glaucoma, where iris pigment settles on the posterior surface of the cornea."
1165,Ophthalmology,Lens,2,The 'Vossius Ring' is a clinical sign of:,Glaucoma,Blunt ocular trauma,Wilson's disease,Cataract,Blunt ocular trauma,A ring of iris pigment deposited on the anterior lens capsule following blunt injury.
1166,Ophthalmology,Retina,3,Which part of the retina is the 'Thinnest'?,Foveola,Optic disc margin,Ora serrata,Equator,Foveola,"The foveola (center of the fovea) is the thinnest part of the retina, containing only cones."
1167,Ophthalmology,Neuro-ophthalmology,4,A 'Right-sided Homonymous Hemianopia' with Macular Sparing indicates a lesion in the:,Left Optic Tract,Right Optic Tract,Left Occipital Cortex,Optic Chiasm,Left Occipital Cortex,Macular sparing is a hallmark of cortical (occipital) lesions due to dual blood supply and large representation.
1168,Ophthalmology,Pharmacology,2,Which of the following drugs causes 'Vortex Keratopathy' (Cornea Verticillata)?,Ethambutol,Amiodarone,Digoxin,Sildenafil,Amiodarone,"Amiodarone, Chloroquine, and Fabry's disease are common causes of whorl-like deposits in the corneal epithelium."
1169,Ophthalmology,Squint,2,The 'Hirschberg Test' uses a light reflex to estimate the angle of squint. 1 mm of displacement equals how many degrees?,3 degrees,7 degrees,15 degrees,45 degrees,7 degrees,1 mm = 7 degrees (approx. 15 prism diopters).
1170,Ophthalmology,Community Ophthalmology,2,"Under the 'NPCBVI' program, the major target for reducing blindness is achieving a prevalence of less than:",0.3%,0.5%,1.0%,1.5%,0.3%,The National Program for Control of Blindness and Visual Impairment aims to reduce prevalence to 0.3% by 2025.
1171,Ophthalmology,Cornea,3,The 'Acanthamoeba' Keratitis is most common in:,Farmers,Contact lens users,Diabetics,Children,Contact lens users,Acanthamoeba is a protozoan found in contaminated water; infection is highly associated with poor contact lens hygiene.
1172,Ophthalmology,Glaucoma,3,The 'Scheie's Line' (pigment on lens zonules) is seen in:,Pigmentary Glaucoma,Exfoliative Glaucoma,Acute Glaucoma,Traumatic Glaucoma,Pigmentary Glaucoma,"Pigment dispersion syndrome leads to pigment deposition on various structures, including the posterior lens (Scheie's line)."
1173,Ophthalmology,Retina,4,Which of the following is a 'Leukocoria' (White pupillary reflex) condition?,Retinoblastoma,Congenital Cataract,PHPV,All of the above,All of the above,"Leukocoria in a child is a red-flag sign for several conditions, most critically Retinoblastoma."
1174,Ophthalmology,Anatomy,3,The 'Zonules of Zinn' connect the lens to which structure?,Iris,Ciliary processes,Choroid,Cornea,Ciliary processes,These suspensory ligaments transmit the tension of the ciliary muscle to the lens.
1175,Ophthalmology,Refraction,2,A patient with 'Night Myopia' has increased near-sightedness specifically in:,Bright light,Dim light/Darkness,During reading,While driving,Dim light/Darkness,"In low light, the pupil dilates and the eye's accommodation shifts, causing a relative myopic state."
1176,Ophthalmology,Conjunctiva,3,A 'Bitot's spot' that does NOT respond to high-dose Vitamin A treatment is likely:,Incipient,A permanent sequela/scar,Malignant,Infected,A permanent sequela/scar,"Old, long-standing Bitot's spots may be composed of keratinized squamous cells and fail to disappear with therapy."
1177,Ophthalmology,Lens,2,The 'Phacolytic Glaucoma' is caused by:,Lens swelling and angle closure,Leakage of lens proteins through an intact capsule,Lens dislocation,Ruptured lens capsule,Leakage of lens proteins through an intact capsule,"In a hypermature cataract, lens proteins leak out and clog the trabecular meshwork."
1178,Ophthalmology,Neuro-ophthalmology,2,The 'Optic Disc' appears 'Cupped' in glaucoma but 'Pale' in:,Cataract,Optic Atrophy,Retinal Detachment,Uveitis,Optic Atrophy,"Optic atrophy is characterized by death of the nerve fibers, resulting in a pale disc due to loss of capillaries."
1179,Ophthalmology,Glaucoma,4,The 'Baerveldt' and 'Ahmed' valves are devices used in:,Cataract surgery,Glaucoma drainage surgery,Vitrectomy,DCR,Glaucoma drainage surgery,These are setons (shunts) used for refractory glaucoma cases where traditional surgery (trabeculectomy) has failed.
1180,Ophthalmology,Retina,2,The 'Roth Spots' (hemorrhages with white centers) are a clinical sign of:,Diabetes,Hypertension,Infective Endocarditis,Glaucoma,Infective Endocarditis,Roth spots are retinal hemorrhages with a pale center consisting of fibrin-platelet thrombi.
1181,Ophthalmology,Trauma,2,The 'Commotio Retinae' (Berlin's Edema) results in a milky-white retina after trauma due to:,Retinal hemorrhage,Photoreceptor damage and extracellular edema,Retinal detachment,Lens dislocation,Photoreceptor damage and extracellular edema,"Traumatic concussion of the retina causes transient opacification, usually in the macula."
1182,Ophthalmology,Cornea,2,The 'Arcus Senilis' is a peripheral corneal opacity caused by deposits of:,Calcium,Lipids,Iron,Protein,Lipids,"Common in the elderly (Gerontoxon); if seen in young patients, it suggests hyperlipoproteinemia."
1183,Ophthalmology,Lens,3,What is the 'Refractive Index' of the crystalline lens?,1.33,1.37,1.39 to 1.42,1.52,1.39 to 1.42,"The lens has a gradient refractive index, being higher in the nucleus (1.42) than the cortex (1.39)."
1184,Ophthalmology,Uveitis,3,The 'Busacca's Nodules' in granulomatous uveitis are located on the:,Pupillary border,Iris surface (Stroma),Lens capsule,Corneal endothelium,Iris surface (Stroma),Koeppe nodules are at the pupillary border; Busacca nodules are on the anterior surface of the iris.
1185,Ophthalmology,Neuro-ophthalmology,3,The 'Pulfrich Phenomenon' (distorted perception of motion) is associated with:,Cataract,Optic Neuritis,Glaucoma,Myopia,Optic Neuritis,Delayed conduction in one optic nerve causes a moving pendulum to appear to move in an elliptical path.
1186,Ophthalmology,Pharmacology,2,Which of the following is the 'Fastest' acting but 'Shortest' duration cycloplegic?,Atropine,Tropicamide,Cyclopentolate,Homatropine,Tropicamide,Tropicamide is used for routine fundoscopy as its effects last only 4-6 hours.
1187,Ophthalmology,Squint,3,The 'Worth's 4-Dot Test' is used to detect:,Color blindness,Diplopia and Suppression,Visual field,Refractive error,Diplopia and Suppression,It assesses binocular sensory function and identifies if one eye is suppressing the image.
1188,Ophthalmology,Retina,3,A 'Macular Star' appearance of exudates is common in:,Diabetic Retinopathy,Neuroretinitis,CRAO,Retinal Detachment,Neuroretinitis,"Inflammation of the optic nerve head causes fluid/lipid leakage into the Henle's layer of the macula, forming a star pattern."
1189,Ophthalmology,Glaucoma,2,Which of the following is 'NOT' a risk factor for Angle Closure Glaucoma?,Hypermetropia,Short axial length,Myopia,Thick lens,Myopia,"Myopic eyes are usually long and have deep chambers, making them high risk for Open Angle Glaucoma, not Angle Closure."
1190,Ophthalmology,Anatomy,1,The 'Limbus' is the junction between the Cornea and the:,Iris,Sclera,Lens,Choroid,Sclera,The limbus is a 1-2 mm transition zone between the clear cornea and the opaque sclera.
1191,Ophthalmology,Retina,4,Which of the following is a 'Non-rhegmatogenous' (Tractional) Retinal Detachment cause?,Trauma,Proliferative Diabetic Retinopathy,Posterior Vitreous Detachment,High Myopia,Proliferative Diabetic Retinopathy,"Fibrovascular membranes in PDR pull the retina away from the RPE, causing tractional detachment (no hole involved)."
1192,Ophthalmology,Neuro-ophthalmology,2,The 'Papillitis' differs from 'Papilledema' because Papillitis always shows:,Bilateral disc swelling,Sudden profound vision loss,Normal vision,Increased ICP,Sudden profound vision loss,Papillitis (Optic Neuritis) is inflammatory and causes severe vision loss; Papilledema is passive and vision is usually normal early on.
1193,Ophthalmology,Cornea,3,The 'Haab's Striae' are horizontal breaks in Descemet's membrane seen in:,Keratoconus,Congenital Glaucoma,Trauma,Wilson's disease,Congenital Glaucoma,Expansion of the globe in infantile glaucoma leads to these characteristic horizontal linear scars on the cornea.
1194,Ophthalmology,Pharmacology,2,Which drug is used for 'Chemical' cauterization of a non-healing corneal ulcer?,Phenol,Pure Carbolic Acid,Iodine,Alcohol,Pure Carbolic Acid,Pure carbolic acid is traditionally used for cauterizing the margins of dendritic or trophic ulcers.
1195,Ophthalmology,Lens,2,The 'Intracapsular Cataract Extraction' (ICCE) is absolutely contraindicated in:,Elderly patients,Traumatic cataract,Children (Congenital Cataract),Hypermature cataract,Children (Congenital Cataract),"In children, the lens is strongly adherent to the vitreous (Wieger's ligament); ICCE would cause massive vitreous loss."
1196,Ophthalmology,Refraction,2,The 'SMILE' procedure for refractive correction uses which laser?,Excimer laser,Femtosecond laser,YAG laser,Argon laser,Femtosecond laser,Small Incision Lenticule Extraction (SMILE) uses only a femtosecond laser to create and remove a refractive lenticule.
1197,Ophthalmology,Squint,3,Which of the following is the 'Test of Choice' for measuring the angle of deviation in paralytic squint?,Synoptophore,Hirschberg test,Prism Cover Test,Maddox Rod,Synoptophore,Synoptophore is used to measure both manifest and latent deviations as well as binocular single vision (BSV).
1198,Ophthalmology,Community Ophthalmology,1,The current 'Vision 2020' theme for global blindness prevention is now absorbed into:,WHO Global Action Plan,IPEACH (Integrated People-Centered Eye Care),NPCB,Right to Sight,IPEACH (Integrated People-Centered Eye Care),WHO has shifted its strategy from disease-specific (Vision 2020) to an integrated approach (IPEACH).
1199,Ophthalmology,Anatomy,1,Which is the 'Longest' and 'Thinnest' cranial nerve supplying the eye?,CN III,CN IV,CN VI,CN II,CN IV,The Trochlear nerve (CN IV) has the longest intracranial course and is the most slender cranial nerve.
1200,Ophthalmology,General,1,What is the standard 'Visual Field' of a normal human eye temporally?,60 degrees,90-100 degrees,30 degrees,180 degrees,90-100 degrees,"The temporal field is the widest, extending about 90-100 degrees from the center."
1301,ENT,Throat - Anatomy,1,Waldeyer’s Ring consists of all EXCEPT:,Palatine Tonsils,Pharyngeal Tonsils,Lingual Tonsils,Thyroid gland,Thyroid gland,"Waldeyer's ring is the lymphoid tissue collar in the pharynx, including tonsils and adenoids."
1302,ENT,Pharynx - Pathology,2,A 'Quinsy' is an abscess located in the:,Retropharyngeal space,Peritonsillar space,Parapharyngeal space,Submandibular space,Peritonsillar space,Quinsy (Peritonsillar Abscess) is a collection of pus between the tonsil capsule and the superior constrictor muscle.
1303,ENT,Pharynx - Pathology,3,The 'Killian’s Dehiscence' is the site for the development of:,Zenker's Diverticulum,Tonsillitis,Laryngeal Cancer,Epiglottitis,Zenker's Diverticulum,Killian's dehiscence is the weak area between the two parts of the inferior constrictor muscle where the pharyngeal pouch herniates.
1304,ENT,Larynx - Anatomy,2,The 'Safety Muscle' of the Larynx is the:,Cricothyroid,Posterior Cricoarytenoid,Lateral Cricoarytenoid,Thyroarytenoid,Posterior Cricoarytenoid,It is the only muscle that abducts (opens) the vocal cords.
1305,ENT,Larynx - Pathology,3,A 'Hot Potato Voice' is characteristic of which condition?,Laryngeal Cancer,Quinsy (Peritonsillar Abscess),Vocal Nodules,Laryngitis,Quinsy (Peritonsillar Abscess),"Pain and swelling in the pharynx lead to this thick, muffled speech."
1306,ENT,Larynx - Pathology,3,Singer’s Nodules are typically located at the junction of:,Anterior 1/3 and posterior 2/3 of vocal cord,Anterior 2/3 and posterior 1/3 of vocal cord,Midline of vocal cord,Posterior commissure,Anterior 1/3 and posterior 2/3 of vocal cord,Nodules occur at the point of maximum vibration and impact during phonation.
